Request_id,Pickup_point,Driver_id,Status,Request_DateTime,Drop_DateTime,Request_Date,Request_Time,Drop_Date,Drop_Time,Request_Hour,Time_Slot,Trip_Completed,
4957,Airport,NA,No Cars Available,14/07/2016 18:34:48,NA,14/07/2016,6:34:48 PM,NA,NA,18,Evening,No,
4958,City,121,Trip Completed,14/07/2016 18:36:12,14/07/2016 19:46:51,14/07/2016,6:36:12 PM,14/07/2016,7:46:51 PM,18,Evening,Yes,
4959,Airport,NA,No Cars Available,14/07/2016 18:32:30,NA,14/07/2016,6:32:30 PM,NA,NA,18,Evening,No,
4960,Airport,NA,No Cars Available,14/07/2016 18:36:00,NA,14/07/2016,6:36:00 PM,NA,NA,18,Evening,No,
4961,Airport,NA,No Cars Available,14/07/2016 18:34:46,NA,14/07/2016,6:34:46 PM,NA,NA,18,Evening,No,
4962,Airport,NA,No Cars Available,14/07/2016 18:33:44,NA,14/07/2016,6:33:44 PM,NA,NA,18,Evening,No,
4963,Airport,148,Trip Completed,14/07/2016 18:35:15,14/07/2016 19:50:38,14/07/2016,6:35:15 PM,14/07/2016,7:50:38 PM,18,Evening,Yes,
4964,City,185,Trip Completed,14/07/2016 18:34:51,14/07/2016 19:13:08,14/07/2016,6:34:51 PM,14/07/2016,7:13:08 PM,18,Evening,Yes,
4965,Airport,NA,No Cars Available,14/07/2016 18:38:01,NA,14/07/2016,6:38:01 PM,NA,NA,18,Evening,No,
4966,Airport,50,Trip Completed,14/07/2016 18:35:40,14/07/2016 19:19:51,14/07/2016,6:35:40 PM,14/07/2016,7:19:51 PM,18,Evening,Yes,
4967,Airport,NA,No Cars Available,14/07/2016 18:36:36,NA,14/07/2016,6:36:36 PM,NA,NA,18,Evening,No,
4968,City,19,Cancelled,14/07/2016 18:40:44,NA,14/07/2016,6:40:44 PM,NA,NA,18,Evening,No,
4969,City,197,Trip Completed,14/07/2016 18:41:23,14/07/2016 19:09:31,14/07/2016,6:41:23 PM,14/07/2016,7:09:31 PM,18,Evening,Yes,
4970,Airport,NA,No Cars Available,14/07/2016 18:47:37,NA,14/07/2016,6:47:37 PM,NA,NA,18,Evening,No,
4971,City,249,Trip Completed,14/07/2016 18:41:20,14/07/2016 19:38:27,14/07/2016,6:41:20 PM,14/07/2016,7:38:27 PM,18,Evening,Yes,
4972,Airport,NA,No Cars Available,14/07/2016 18:44:15,NA,14/07/2016,6:44:15 PM,NA,NA,18,Evening,No,
4973,Airport,NA,No Cars Available,14/07/2016 18:45:17,NA,14/07/2016,6:45:17 PM,NA,NA,18,Evening,No,
4974,City,42,Trip Completed,14/07/2016 18:44:58,14/07/2016 19:16:18,14/07/2016,6:44:58 PM,14/07/2016,7:16:18 PM,18,Evening,Yes,
4975,City,188,Trip Completed,14/07/2016 18:42:37,14/07/2016 19:18:51,14/07/2016,6:42:37 PM,14/07/2016,7:18:51 PM,18,Evening,Yes,
4976,Airport,198,Trip Completed,14/07/2016 18:46:48,14/07/2016 19:33:36,14/07/2016,6:46:48 PM,14/07/2016,7:33:36 PM,18,Evening,Yes,
4977,City,264,Trip Completed,14/07/2016 18:44:08,14/07/2016 19:24:02,14/07/2016,6:44:08 PM,14/07/2016,7:24:02 PM,18,Evening,Yes,
4978,City,240,Trip Completed,14/07/2016 18:42:23,14/07/2016 19:28:46,14/07/2016,6:42:23 PM,14/07/2016,7:28:46 PM,18,Evening,Yes,
4979,Airport,NA,No Cars Available,14/07/2016 18:49:50,NA,14/07/2016,6:49:50 PM,NA,NA,18,Evening,No,
4980,Airport,NA,No Cars Available,14/07/2016 18:47:22,NA,14/07/2016,6:47:22 PM,NA,NA,18,Evening,No,
4981,City,17,Trip Completed,14/07/2016 18:47:42,14/07/2016 19:43:44,14/07/2016,6:47:42 PM,14/07/2016,7:43:44 PM,18,Evening,Yes,
4982,Airport,NA,No Cars Available,14/07/2016 18:47:23,NA,14/07/2016,6:47:23 PM,NA,NA,18,Evening,No,
4983,City,NA,No Cars Available,14/07/2016 18:44:16,NA,14/07/2016,6:44:16 PM,NA,NA,18,Evening,No,
4984,Airport,NA,No Cars Available,14/07/2016 18:48:28,NA,14/07/2016,6:48:28 PM,NA,NA,18,Evening,No,
4985,Airport,NA,No Cars Available,14/07/2016 18:48:45,NA,14/07/2016,6:48:45 PM,NA,NA,18,Evening,No,
4986,Airport,7,Trip Completed,14/07/2016 18:52:32,14/07/2016 19:50:57,14/07/2016,6:52:32 PM,14/07/2016,7:50:57 PM,18,Evening,Yes,
4987,Airport,125,Trip Completed,14/07/2016 18:46:09,14/07/2016 19:52:35,14/07/2016,6:46:09 PM,14/07/2016,7:52:35 PM,18,Evening,Yes,
4988,Airport,NA,No Cars Available,14/07/2016 18:53:59,NA,14/07/2016,6:53:59 PM,NA,NA,18,Evening,No,
4989,Airport,NA,No Cars Available,14/07/2016 18:45:12,NA,14/07/2016,6:45:12 PM,NA,NA,18,Evening,No,
4990,Airport,NA,No Cars Available,14/07/2016 18:48:36,NA,14/07/2016,6:48:36 PM,NA,NA,18,Evening,No,
4991,Airport,NA,No Cars Available,14/07/2016 18:49:48,NA,14/07/2016,6:49:48 PM,NA,NA,18,Evening,No,
4992,Airport,NA,No Cars Available,14/07/2016 18:48:59,NA,14/07/2016,6:48:59 PM,NA,NA,18,Evening,No,
4993,Airport,NA,No Cars Available,14/07/2016 18:53:04,NA,14/07/2016,6:53:04 PM,NA,NA,18,Evening,No,
4994,Airport,NA,No Cars Available,14/07/2016 18:52:21,NA,14/07/2016,6:52:21 PM,NA,NA,18,Evening,No,
4995,Airport,NA,No Cars Available,14/07/2016 18:55:12,NA,14/07/2016,6:55:12 PM,NA,NA,18,Evening,No,
4996,City,74,Trip Completed,14/07/2016 18:52:05,14/07/2016 19:44:24,14/07/2016,6:52:05 PM,14/07/2016,7:44:24 PM,18,Evening,Yes,
4997,City,51,Trip Completed,14/07/2016 18:57:20,14/07/2016 19:41:29,14/07/2016,6:57:20 PM,14/07/2016,7:41:29 PM,18,Evening,Yes,
4998,City,83,Trip Completed,14/07/2016 18:52:48,14/07/2016 20:04:07,14/07/2016,6:52:48 PM,14/07/2016,8:04:07 PM,18,Evening,Yes,
4999,Airport,NA,No Cars Available,14/07/2016 19:01:06,NA,14/07/2016,7:01:06 PM,NA,NA,19,Evening,No,
5000,Airport,NA,No Cars Available,14/07/2016 18:56:45,NA,14/07/2016,6:56:45 PM,NA,NA,18,Evening,No,
5001,Airport,165,Trip Completed,14/07/2016 18:59:05,14/07/2016 19:35:00,14/07/2016,6:59:05 PM,14/07/2016,7:35:00 PM,18,Evening,Yes,
5002,Airport,NA,No Cars Available,14/07/2016 18:56:55,NA,14/07/2016,6:56:55 PM,NA,NA,18,Evening,No,
5003,Airport,NA,No Cars Available,14/07/2016 18:58:31,NA,14/07/2016,6:58:31 PM,NA,NA,18,Evening,No,
5004,Airport,NA,No Cars Available,14/07/2016 18:57:20,NA,14/07/2016,6:57:20 PM,NA,NA,18,Evening,No,
5005,Airport,NA,No Cars Available,14/07/2016 19:04:18,NA,14/07/2016,7:04:18 PM,NA,NA,19,Evening,No,
5006,Airport,NA,No Cars Available,14/07/2016 18:57:54,NA,14/07/2016,6:57:54 PM,NA,NA,18,Evening,No,
5007,Airport,NA,No Cars Available,14/07/2016 18:58:17,NA,14/07/2016,6:58:17 PM,NA,NA,18,Evening,No,
5008,Airport,NA,No Cars Available,14/07/2016 19:02:20,NA,14/07/2016,7:02:20 PM,NA,NA,19,Evening,No,
5009,Airport,NA,No Cars Available,14/07/2016 19:00:24,NA,14/07/2016,7:00:24 PM,NA,NA,19,Evening,No,
5010,Airport,NA,No Cars Available,14/07/2016 19:05:28,NA,14/07/2016,7:05:28 PM,NA,NA,19,Evening,No,
5011,Airport,NA,No Cars Available,14/07/2016 19:02:20,NA,14/07/2016,7:02:20 PM,NA,NA,19,Evening,No,
5012,Airport,47,Trip Completed,14/07/2016 18:59:54,14/07/2016 20:05:50,14/07/2016,6:59:54 PM,14/07/2016,8:05:50 PM,18,Evening,Yes,
5013,City,63,Trip Completed,14/07/2016 19:01:56,14/07/2016 19:37:00,14/07/2016,7:01:56 PM,14/07/2016,7:37:00 PM,19,Evening,Yes,
5014,City,NA,No Cars Available,14/07/2016 19:02:30,NA,14/07/2016,7:02:30 PM,NA,NA,19,Evening,No,
5015,Airport,NA,No Cars Available,14/07/2016 19:04:05,NA,14/07/2016,7:04:05 PM,NA,NA,19,Evening,No,
5016,Airport,NA,No Cars Available,14/07/2016 19:06:13,NA,14/07/2016,7:06:13 PM,NA,NA,19,Evening,No,
5017,City,61,Trip Completed,14/07/2016 19:09:05,14/07/2016 20:01:24,14/07/2016,7:09:05 PM,14/07/2016,8:01:24 PM,19,Evening,Yes,
5018,Airport,NA,No Cars Available,14/07/2016 19:09:22,NA,14/07/2016,7:09:22 PM,NA,NA,19,Evening,No,
5019,City,115,Trip Completed,14/07/2016 19:07:33,14/07/2016 19:59:54,14/07/2016,7:07:33 PM,14/07/2016,7:59:54 PM,19,Evening,Yes,
5020,Airport,NA,No Cars Available,14/07/2016 19:08:13,NA,14/07/2016,7:08:13 PM,NA,NA,19,Evening,No,
5021,Airport,NA,No Cars Available,14/07/2016 19:06:43,NA,14/07/2016,7:06:43 PM,NA,NA,19,Evening,No,
5022,Airport,NA,No Cars Available,14/07/2016 19:06:09,NA,14/07/2016,7:06:09 PM,NA,NA,19,Evening,No,
5023,Airport,2,Cancelled,14/07/2016 19:04:08,NA,14/07/2016,7:04:08 PM,NA,NA,19,Evening,No,
5024,City,128,Trip Completed,14/07/2016 19:09:39,14/07/2016 20:20:11,14/07/2016,7:09:39 PM,14/07/2016,8:20:11 PM,19,Evening,Yes,
5025,Airport,281,Trip Completed,14/07/2016 19:05:58,14/07/2016 20:08:00,14/07/2016,7:05:58 PM,14/07/2016,8:08:00 PM,19,Evening,Yes,
5026,Airport,NA,No Cars Available,14/07/2016 19:05:47,NA,14/07/2016,7:05:47 PM,NA,NA,19,Evening,No,
5027,Airport,NA,No Cars Available,14/07/2016 19:10:41,NA,14/07/2016,7:10:41 PM,NA,NA,19,Evening,No,
5028,Airport,NA,No Cars Available,14/07/2016 19:13:31,NA,14/07/2016,7:13:31 PM,NA,NA,19,Evening,No,
5029,City,70,Trip Completed,14/07/2016 19:16:39,14/07/2016 19:49:02,14/07/2016,7:16:39 PM,14/07/2016,7:49:02 PM,19,Evening,Yes,
5030,Airport,NA,No Cars Available,14/07/2016 19:11:50,NA,14/07/2016,7:11:50 PM,NA,NA,19,Evening,No,
5031,Airport,71,Trip Completed,14/07/2016 19:12:52,14/07/2016 19:55:35,14/07/2016,7:12:52 PM,14/07/2016,7:55:35 PM,19,Evening,Yes,
5032,City,224,Trip Completed,14/07/2016 19:07:43,14/07/2016 19:44:16,14/07/2016,7:07:43 PM,14/07/2016,7:44:16 PM,19,Evening,Yes,
5033,Airport,274,Trip Completed,14/07/2016 19:16:11,14/07/2016 20:06:00,14/07/2016,7:16:11 PM,14/07/2016,8:06:00 PM,19,Evening,Yes,
5034,Airport,NA,No Cars Available,14/07/2016 19:12:03,NA,14/07/2016,7:12:03 PM,NA,NA,19,Evening,No,
5035,Airport,NA,No Cars Available,14/07/2016 19:18:43,NA,14/07/2016,7:18:43 PM,NA,NA,19,Evening,No,
5036,Airport,NA,No Cars Available,14/07/2016 19:17:42,NA,14/07/2016,7:17:42 PM,NA,NA,19,Evening,No,
5037,Airport,NA,No Cars Available,14/07/2016 19:10:01,NA,14/07/2016,7:10:01 PM,NA,NA,19,Evening,No,
5038,City,76,Trip Completed,14/07/2016 19:20:13,14/07/2016 19:47:40,14/07/2016,7:20:13 PM,14/07/2016,7:47:40 PM,19,Evening,Yes,
5039,City,134,Trip Completed,14/07/2016 19:20:34,14/07/2016 19:53:53,14/07/2016,7:20:34 PM,14/07/2016,7:53:53 PM,19,Evening,Yes,
5040,Airport,NA,No Cars Available,14/07/2016 19:20:18,NA,14/07/2016,7:20:18 PM,NA,NA,19,Evening,No,
5041,City,204,Trip Completed,14/07/2016 19:20:06,14/07/2016 20:21:57,14/07/2016,7:20:06 PM,14/07/2016,8:21:57 PM,19,Evening,Yes,
5042,City,34,Trip Completed,14/07/2016 19:21:16,14/07/2016 20:05:07,14/07/2016,7:21:16 PM,14/07/2016,8:05:07 PM,19,Evening,Yes,
5043,Airport,NA,No Cars Available,14/07/2016 19:20:59,NA,14/07/2016,7:20:59 PM,NA,NA,19,Evening,No,
5044,Airport,NA,No Cars Available,14/07/2016 19:24:24,NA,14/07/2016,7:24:24 PM,NA,NA,19,Evening,No,
5045,Airport,NA,No Cars Available,14/07/2016 19:22:50,NA,14/07/2016,7:22:50 PM,NA,NA,19,Evening,No,
5046,Airport,NA,No Cars Available,14/07/2016 19:27:26,NA,14/07/2016,7:27:26 PM,NA,NA,19,Evening,No,
5047,Airport,NA,No Cars Available,14/07/2016 19:22:15,NA,14/07/2016,7:22:15 PM,NA,NA,19,Evening,No,
5048,Airport,NA,No Cars Available,14/07/2016 19:18:29,NA,14/07/2016,7:18:29 PM,NA,NA,19,Evening,No,
5049,Airport,NA,No Cars Available,14/07/2016 19:25:41,NA,14/07/2016,7:25:41 PM,NA,NA,19,Evening,No,
5051,Airport,260,Trip Completed,14/07/2016 19:21:59,14/07/2016 20:14:02,14/07/2016,7:21:59 PM,14/07/2016,8:14:02 PM,19,Evening,Yes,
5052,Airport,NA,No Cars Available,14/07/2016 19:26:41,NA,14/07/2016,7:26:41 PM,NA,NA,19,Evening,No,
5053,Airport,NA,No Cars Available,14/07/2016 19:28:12,NA,14/07/2016,7:28:12 PM,NA,NA,19,Evening,No,
5054,Airport,NA,No Cars Available,14/07/2016 19:26:40,NA,14/07/2016,7:26:40 PM,NA,NA,19,Evening,No,
5055,Airport,NA,No Cars Available,14/07/2016 19:24:18,NA,14/07/2016,7:24:18 PM,NA,NA,19,Evening,No,
5056,Airport,253,Trip Completed,14/07/2016 19:26:06,14/07/2016 19:55:39,14/07/2016,7:26:06 PM,14/07/2016,7:55:39 PM,19,Evening,Yes,
5057,Airport,NA,No Cars Available,14/07/2016 19:24:50,NA,14/07/2016,7:24:50 PM,NA,NA,19,Evening,No,
5058,Airport,NA,No Cars Available,14/07/2016 19:27:35,NA,14/07/2016,7:27:35 PM,NA,NA,19,Evening,No,
5059,Airport,NA,No Cars Available,14/07/2016 19:21:15,NA,14/07/2016,7:21:15 PM,NA,NA,19,Evening,No,
5060,Airport,60,Trip Completed,14/07/2016 19:26:16,14/07/2016 20:02:05,14/07/2016,7:26:16 PM,14/07/2016,8:02:05 PM,19,Evening,Yes,
5061,City,109,Trip Completed,14/07/2016 19:29:16,14/07/2016 20:13:18,14/07/2016,7:29:16 PM,14/07/2016,8:13:18 PM,19,Evening,Yes,
5062,Airport,NA,No Cars Available,14/07/2016 19:24:34,NA,14/07/2016,7:24:34 PM,NA,NA,19,Evening,No,
5063,Airport,NA,No Cars Available,14/07/2016 19:29:37,NA,14/07/2016,7:29:37 PM,NA,NA,19,Evening,No,
5064,Airport,52,Trip Completed,14/07/2016 19:28:03,14/07/2016 20:34:00,14/07/2016,7:28:03 PM,14/07/2016,8:34:00 PM,19,Evening,Yes,
5065,Airport,NA,No Cars Available,14/07/2016 19:31:43,NA,14/07/2016,7:31:43 PM,NA,NA,19,Evening,No,
5066,Airport,12,Trip Completed,14/07/2016 19:31:20,14/07/2016 20:14:03,14/07/2016,7:31:20 PM,14/07/2016,8:14:03 PM,19,Evening,Yes,
5067,Airport,NA,No Cars Available,14/07/2016 19:34:56,NA,14/07/2016,7:34:56 PM,NA,NA,19,Evening,No,
5068,Airport,NA,No Cars Available,14/07/2016 19:30:46,NA,14/07/2016,7:30:46 PM,NA,NA,19,Evening,No,
5069,Airport,NA,No Cars Available,14/07/2016 19:33:02,NA,14/07/2016,7:33:02 PM,NA,NA,19,Evening,No,
5070,Airport,79,Trip Completed,14/07/2016 19:33:31,14/07/2016 20:45:20,14/07/2016,7:33:31 PM,14/07/2016,8:45:20 PM,19,Evening,Yes,
5071,Airport,169,Trip Completed,14/07/2016 19:30:33,14/07/2016 20:17:28,14/07/2016,7:30:33 PM,14/07/2016,8:17:28 PM,19,Evening,Yes,
5072,Airport,NA,No Cars Available,14/07/2016 19:38:32,NA,14/07/2016,7:38:32 PM,NA,NA,19,Evening,No,
5073,Airport,NA,No Cars Available,14/07/2016 19:36:34,NA,14/07/2016,7:36:34 PM,NA,NA,19,Evening,No,
5074,Airport,NA,No Cars Available,14/07/2016 19:36:02,NA,14/07/2016,7:36:02 PM,NA,NA,19,Evening,No,
5075,City,202,Trip Completed,14/07/2016 19:45:45,14/07/2016 20:25:43,14/07/2016,7:45:45 PM,14/07/2016,8:25:43 PM,19,Evening,Yes,
5076,City,280,Cancelled,14/07/2016 19:38:01,NA,14/07/2016,7:38:01 PM,NA,NA,19,Evening,No,
5077,Airport,NA,No Cars Available,14/07/2016 19:45:37,NA,14/07/2016,7:45:37 PM,NA,NA,19,Evening,No,
5078,Airport,NA,No Cars Available,14/07/2016 19:39:27,NA,14/07/2016,7:39:27 PM,NA,NA,19,Evening,No,
5079,City,209,Trip Completed,14/07/2016 19:40:11,14/07/2016 20:16:24,14/07/2016,7:40:11 PM,14/07/2016,8:16:24 PM,19,Evening,Yes,
5080,Airport,NA,No Cars Available,14/07/2016 19:44:00,NA,14/07/2016,7:44:00 PM,NA,NA,19,Evening,No,
5081,Airport,NA,No Cars Available,14/07/2016 19:52:43,NA,14/07/2016,7:52:43 PM,NA,NA,19,Evening,No,
5082,Airport,NA,No Cars Available,14/07/2016 19:49:25,NA,14/07/2016,7:49:25 PM,NA,NA,19,Evening,No,
5083,Airport,NA,No Cars Available,14/07/2016 19:41:27,NA,14/07/2016,7:41:27 PM,NA,NA,19,Evening,No,
5084,Airport,NA,No Cars Available,14/07/2016 19:46:14,NA,14/07/2016,7:46:14 PM,NA,NA,19,Evening,No,
5085,Airport,NA,No Cars Available,14/07/2016 19:44:45,NA,14/07/2016,7:44:45 PM,NA,NA,19,Evening,No,
5086,Airport,113,Trip Completed,14/07/2016 19:41:45,14/07/2016 21:02:52,14/07/2016,7:41:45 PM,14/07/2016,9:02:52 PM,19,Evening,Yes,
5087,Airport,NA,No Cars Available,14/07/2016 19:50:05,NA,14/07/2016,7:50:05 PM,NA,NA,19,Evening,No,
5088,Airport,37,Trip Completed,14/07/2016 19:52:54,14/07/2016 21:06:33,14/07/2016,7:52:54 PM,14/07/2016,9:06:33 PM,19,Evening,Yes,
5089,City,229,Trip Completed,14/07/2016 19:47:25,14/07/2016 20:46:26,14/07/2016,7:47:25 PM,14/07/2016,8:46:26 PM,19,Evening,Yes,
5090,Airport,NA,No Cars Available,14/07/2016 19:47:18,NA,14/07/2016,7:47:18 PM,NA,NA,19,Evening,No,
5091,Airport,NA,No Cars Available,14/07/2016 19:49:28,NA,14/07/2016,7:49:28 PM,NA,NA,19,Evening,No,
5092,Airport,NA,No Cars Available,14/07/2016 19:47:30,NA,14/07/2016,7:47:30 PM,NA,NA,19,Evening,No,
5093,Airport,NA,No Cars Available,14/07/2016 19:52:10,NA,14/07/2016,7:52:10 PM,NA,NA,19,Evening,No,
5094,Airport,NA,No Cars Available,14/07/2016 19:54:29,NA,14/07/2016,7:54:29 PM,NA,NA,19,Evening,No,
5095,City,164,Trip Completed,14/07/2016 19:48:45,14/07/2016 20:55:36,14/07/2016,7:48:45 PM,14/07/2016,8:55:36 PM,19,Evening,Yes,
5096,Airport,118,Trip Completed,14/07/2016 19:52:09,14/07/2016 20:49:12,14/07/2016,7:52:09 PM,14/07/2016,8:49:12 PM,19,Evening,Yes,
5097,City,131,Trip Completed,14/07/2016 19:52:18,14/07/2016 20:49:31,14/07/2016,7:52:18 PM,14/07/2016,8:49:31 PM,19,Evening,Yes,
5098,Airport,190,Trip Completed,14/07/2016 19:50:28,14/07/2016 20:27:04,14/07/2016,7:50:28 PM,14/07/2016,8:27:04 PM,19,Evening,Yes,
5099,Airport,NA,No Cars Available,14/07/2016 19:59:58,NA,14/07/2016,7:59:58 PM,NA,NA,19,Evening,No,
5100,Airport,284,Trip Completed,14/07/2016 19:58:08,14/07/2016 20:43:30,14/07/2016,7:58:08 PM,14/07/2016,8:43:30 PM,19,Evening,Yes,
5101,City,NA,No Cars Available,14/07/2016 19:56:21,NA,14/07/2016,7:56:21 PM,NA,NA,19,Evening,No,
5102,Airport,NA,No Cars Available,14/07/2016 19:53:40,NA,14/07/2016,7:53:40 PM,NA,NA,19,Evening,No,
5103,Airport,NA,No Cars Available,14/07/2016 19:56:17,NA,14/07/2016,7:56:17 PM,NA,NA,19,Evening,No,
5104,Airport,NA,No Cars Available,14/07/2016 19:58:32,NA,14/07/2016,7:58:32 PM,NA,NA,19,Evening,No,
5105,City,182,Trip Completed,14/07/2016 19:59:57,14/07/2016 20:37:28,14/07/2016,7:59:57 PM,14/07/2016,8:37:28 PM,19,Evening,Yes,
5106,Airport,NA,No Cars Available,14/07/2016 20:00:55,NA,14/07/2016,8:00:55 PM,NA,NA,20,Evening,No,
5107,City,NA,No Cars Available,14/07/2016 19:57:06,NA,14/07/2016,7:57:06 PM,NA,NA,19,Evening,No,
5108,City,221,Trip Completed,14/07/2016 20:03:55,14/07/2016 20:30:49,14/07/2016,8:03:55 PM,14/07/2016,8:30:49 PM,20,Evening,Yes,
5109,Airport,NA,No Cars Available,14/07/2016 19:59:18,NA,14/07/2016,7:59:18 PM,NA,NA,19,Evening,No,
5110,Airport,NA,No Cars Available,14/07/2016 20:02:23,NA,14/07/2016,8:02:23 PM,NA,NA,20,Evening,No,
5111,Airport,NA,No Cars Available,14/07/2016 20:03:50,NA,14/07/2016,8:03:50 PM,NA,NA,20,Evening,No,
5112,Airport,NA,No Cars Available,14/07/2016 19:59:48,NA,14/07/2016,7:59:48 PM,NA,NA,19,Evening,No,
5113,City,NA,No Cars Available,14/07/2016 20:09:49,NA,14/07/2016,8:09:49 PM,NA,NA,20,Evening,No,
5114,Airport,NA,No Cars Available,14/07/2016 19:54:10,NA,14/07/2016,7:54:10 PM,NA,NA,19,Evening,No,
5115,Airport,112,Trip Completed,14/07/2016 20:03:46,14/07/2016 21:08:12,14/07/2016,8:03:46 PM,14/07/2016,9:08:12 PM,20,Evening,Yes,
5116,City,133,Cancelled,14/07/2016 20:08:14,NA,14/07/2016,8:08:14 PM,NA,NA,20,Evening,No,
5117,Airport,NA,No Cars Available,14/07/2016 19:59:48,NA,14/07/2016,7:59:48 PM,NA,NA,19,Evening,No,
5118,City,NA,No Cars Available,14/07/2016 20:00:48,NA,14/07/2016,8:00:48 PM,NA,NA,20,Evening,No,
5119,Airport,NA,No Cars Available,14/07/2016 19:57:52,NA,14/07/2016,7:57:52 PM,NA,NA,19,Evening,No,
5120,Airport,NA,No Cars Available,14/07/2016 20:04:55,NA,14/07/2016,8:04:55 PM,NA,NA,20,Evening,No,
5121,Airport,NA,No Cars Available,14/07/2016 20:06:35,NA,14/07/2016,8:06:35 PM,NA,NA,20,Evening,No,
5122,City,200,Trip Completed,14/07/2016 20:04:32,14/07/2016 20:53:21,14/07/2016,8:04:32 PM,14/07/2016,8:53:21 PM,20,Evening,Yes,
5123,Airport,NA,No Cars Available,14/07/2016 20:06:40,NA,14/07/2016,8:06:40 PM,NA,NA,20,Evening,No,
5124,Airport,NA,No Cars Available,14/07/2016 20:07:58,NA,14/07/2016,8:07:58 PM,NA,NA,20,Evening,No,
5125,Airport,NA,No Cars Available,14/07/2016 20:09:13,NA,14/07/2016,8:09:13 PM,NA,NA,20,Evening,No,
5126,Airport,NA,No Cars Available,14/07/2016 20:09:06,NA,14/07/2016,8:09:06 PM,NA,NA,20,Evening,No,
5127,Airport,NA,No Cars Available,14/07/2016 20:08:34,NA,14/07/2016,8:08:34 PM,NA,NA,20,Evening,No,
5128,Airport,NA,No Cars Available,14/07/2016 20:12:46,NA,14/07/2016,8:12:46 PM,NA,NA,20,Evening,No,
5129,Airport,NA,No Cars Available,14/07/2016 20:10:31,NA,14/07/2016,8:10:31 PM,NA,NA,20,Evening,No,
5130,Airport,NA,No Cars Available,14/07/2016 20:10:11,NA,14/07/2016,8:10:11 PM,NA,NA,20,Evening,No,
5131,City,NA,No Cars Available,14/07/2016 20:13:12,NA,14/07/2016,8:13:12 PM,NA,NA,20,Evening,No,
5132,Airport,46,Trip Completed,14/07/2016 20:11:42,14/07/2016 20:40:50,14/07/2016,8:11:42 PM,14/07/2016,8:40:50 PM,20,Evening,Yes,
5133,Airport,74,Trip Completed,14/07/2016 20:11:45,14/07/2016 20:45:59,14/07/2016,8:11:45 PM,14/07/2016,8:45:59 PM,20,Evening,Yes,
5134,Airport,NA,No Cars Available,14/07/2016 20:13:32,NA,14/07/2016,8:13:32 PM,NA,NA,20,Evening,No,
5135,Airport,NA,No Cars Available,14/07/2016 20:16:25,NA,14/07/2016,8:16:25 PM,NA,NA,20,Evening,No,
5136,Airport,NA,No Cars Available,14/07/2016 20:20:39,NA,14/07/2016,8:20:39 PM,NA,NA,20,Evening,No,
5137,Airport,NA,No Cars Available,14/07/2016 20:13:35,NA,14/07/2016,8:13:35 PM,NA,NA,20,Evening,No,
5138,Airport,NA,No Cars Available,14/07/2016 20:12:41,NA,14/07/2016,8:12:41 PM,NA,NA,20,Evening,No,
5139,Airport,NA,No Cars Available,14/07/2016 20:15:50,NA,14/07/2016,8:15:50 PM,NA,NA,20,Evening,No,
5140,Airport,NA,No Cars Available,14/07/2016 20:14:50,NA,14/07/2016,8:14:50 PM,NA,NA,20,Evening,No,
5141,Airport,152,Trip Completed,14/07/2016 20:15:33,14/07/2016 21:00:35,14/07/2016,8:15:33 PM,14/07/2016,9:00:35 PM,20,Evening,Yes,
5142,City,22,Trip Completed,14/07/2016 20:17:51,14/07/2016 20:48:58,14/07/2016,8:17:51 PM,14/07/2016,8:48:58 PM,20,Evening,Yes,
5143,Airport,NA,No Cars Available,14/07/2016 20:14:35,NA,14/07/2016,8:14:35 PM,NA,NA,20,Evening,No,
5144,Airport,105,Trip Completed,14/07/2016 20:21:02,14/07/2016 21:16:51,14/07/2016,8:21:02 PM,14/07/2016,9:16:51 PM,20,Evening,Yes,
5145,City,251,Trip Completed,14/07/2016 20:19:57,14/07/2016 21:24:08,14/07/2016,8:19:57 PM,14/07/2016,9:24:08 PM,20,Evening,Yes,
5146,Airport,NA,No Cars Available,14/07/2016 20:16:45,NA,14/07/2016,8:16:45 PM,NA,NA,20,Evening,No,
5147,Airport,NA,No Cars Available,14/07/2016 20:21:30,NA,14/07/2016,8:21:30 PM,NA,NA,20,Evening,No,
5148,Airport,NA,No Cars Available,14/07/2016 20:18:17,NA,14/07/2016,8:18:17 PM,NA,NA,20,Evening,No,
5149,City,174,Trip Completed,14/07/2016 20:27:10,14/07/2016 21:26:22,14/07/2016,8:27:10 PM,14/07/2016,9:26:22 PM,20,Evening,Yes,
5150,Airport,NA,No Cars Available,14/07/2016 20:26:03,NA,14/07/2016,8:26:03 PM,NA,NA,20,Evening,No,
5151,Airport,NA,No Cars Available,14/07/2016 20:19:48,NA,14/07/2016,8:19:48 PM,NA,NA,20,Evening,No,
5152,Airport,NA,No Cars Available,14/07/2016 20:23:19,NA,14/07/2016,8:23:19 PM,NA,NA,20,Evening,No,
5153,Airport,103,Trip Completed,14/07/2016 20:29:19,14/07/2016 21:38:20,14/07/2016,8:29:19 PM,14/07/2016,9:38:20 PM,20,Evening,Yes,
5154,Airport,104,Cancelled,14/07/2016 20:19:26,NA,14/07/2016,8:19:26 PM,NA,NA,20,Evening,No,
5155,Airport,NA,No Cars Available,14/07/2016 20:26:22,NA,14/07/2016,8:26:22 PM,NA,NA,20,Evening,No,
